Sedes,Autenticación_Correo,Autenticación_Facebook,Autenticación_Googleplus,Autenticación_Linkedin,Autenticación_Twitter,Rango_edad_desconocido,Rango_edad_De_14_a_17_Años,Rango_edad_De_18_a_28_Años,Rango_edad_De_29_a_50_Años,Rango_edad_Mayor_de_50_Años,Rango_edad_Menor_de_13_Años,Dispositivo_conexión_Computadora_personal,Dispositivo_conexión_Smartphone,Dispositivo_conexión_Tablet,Género_desconocido,Sexo_Femenino,Sexo_Masculino,Género_Otro,Mes,Año
Ampliación Parque De La Pilarica,9340,497,13,0,4,7396,167,1486,758,29,18,8,9827,19,7226,1016,1598,14,Febrero,2019.0
Arroba Medellín- Sapiencia,528,10,0,0,0,336,24,108,57,13,0,20,515,3,357,78,99,4,Febrero,2019.0
Aula Ambiental La América,462,131,0,0,0,263,1,70,258,0,1,0,593,0,171,216,206,0,Febrero,2019.0
Aula Ambiental Paseo del Río,1601,284,0,10,18,1093,20,272,438,90,0,65,1844,4,918,550,443,2,Febrero,2019.0
Banco De Los Pobres,1434,79,2,0,0,449,5,514,528,19,0,103,1411,1,400,591,521,3,Febrero,2019.0
Bello Oriente (Sector Palomar),3121,782,0,0,0,2220,382,715,416,20,150,80,3765,58,2138,738,1015,12,Febrero,2019.0
Bolera Unidad Deportiva Andrés Escobar,713,50,1,0,9,441,25,138,142,24,3,7,764,2,424,106,240,3,Febrero,2019.0
Canal Parque Telemedellín,341,13,38,0,0,235,7,70,74,3,3,6,385,1,201,85,106,0,Febrero,2019.0
Cancha Aguas Frías Parte Alta,2399,183,0,0,0,995,384,760,333,37,73,93,2475,14,1361,521,690,10,Febrero,2019.0
Cancha De Arena El Manzanillo,2046,475,0,0,1,1393,124,567,334,98,6,65,2401,56,1314,657,551,0,Febrero,2019.0
Cancha de Futbol Arenilla Buena Vista,1675,153,0,0,0,1127,133,402,143,10,13,7,1803,18,1201,279,345,3,Febrero,2019.0
Cancha de Futbol el Rompoy Popular N1,2640,419,0,0,5,1534,465,826,167,13,59,2,3042,20,1757,678,624,5,Febrero,2019.0
Cancha de Futbol en Grama Sintética San Nicolas,1753,243,0,0,2,1113,65,459,348,10,3,3,1990,5,1077,370,543,8,Febrero,2019.0
Cancha Sintética Horizontes,2485,167,0,0,2,1282,309,603,360,49,51,12,2611,31,1598,455,595,6,Febrero,2019.0
Cancha Sintética la Maracaná,2758,212,1,0,29,1509,196,835,407,14,39,4,2993,3,1638,441,909,12,Febrero,2019.0
Cancha Sintética las Esmeraldas,3625,609,11,0,2,2481,229,1108,383,31,15,8,4220,19,2294,451,1492,10,Febrero,2019.0
Cancha Sintética Villa del Socorro,2226,150,10,0,0,986,198,726,453,11,12,57,2316,13,1094,342,933,17,Febrero,2019.0
Casa De Gobierno Altavista,472,1,0,0,0,137,21,100,208,6,1,69,403,1,159,123,188,3,Febrero,2019.0
Casa De Gobierno San Antonio De Prado,1354,72,1,0,2,718,49,214,367,75,6,54,1367,8,739,415,273,2,Febrero,2019.0
Casa De Gobierno San Cristóbal,1317,87,0,0,0,644,60,269,399,29,3,42,1359,3,633,516,255,0,Febrero,2019.0
Casa De Gobierno San Sebastián De Palmitas,619,3,0,0,0,148,20,47,404,3,0,106,516,0,167,93,362,0,Febrero,2019.0
Casa De Gobierno Santa Elena,862,95,0,0,1,679,43,111,110,10,5,12,942,4,641,160,154,3,Febrero,2019.0
Casa De Justicia 20 De Julio,5124,473,8,0,0,3039,413,1416,635,61,41,103,5457,45,3157,1158,1265,25,Febrero,2019.0
Casa De Justicia Villa Del Socorro,995,56,0,0,1,507,48,296,166,32,3,31,1018,3,504,154,393,1,Febrero,2019.0
Casa De La Cultura Ávila,1797,419,0,0,1,1190,121,398,424,47,37,145,2065,7,1015,712,489,1,Febrero,2019.0
Casa De La Cultura El Poblado,435,20,2,0,0,204,23,102,121,2,5,5,451,1,215,139,102,1,Febrero,2019.0
Casa De La Cultura Los Alcázares,892,31,0,0,0,393,2,195,333,0,0,5,918,0,370,126,426,1,Febrero,2019.0
Casa De La Cultura Manrique,835,63,0,0,0,515,22,169,173,10,9,2,886,10,520,243,134,1,Febrero,2019.0
Casa De La Cultura Pedregal,1747,172,73,0,1,1282,101,308,200,65,37,17,1939,37,1196,482,260,55,Febrero,2019.0
Casa De La Justicia De Robledo,777,72,1,0,0,455,61,173,130,3,28,5,844,1,487,169,192,2,Febrero,2019.0
Cav Belencito,2630,181,2,0,0,1280,55,786,651,37,4,34,2777,2,1221,889,697,6,Febrero,2019.0
Cav Caunces,884,48,0,0,0,428,15,225,254,7,3,3,923,6,411,325,195,1,Febrero,2019.0
CAV La América,1290,117,0,0,0,434,38,352,561,19,3,308,1092,7,414,503,452,38,Febrero,2019.0
Cav Palermo,956,40,55,0,0,580,13,235,212,8,3,3,1048,0,582,309,160,0,Febrero,2019.0
CEDEZO Belén,793,95,0,0,0,557,16,205,96,12,2,24,862,2,491,159,236,2,Febrero,2019.0
CEDEZO La Ladera,896,117,10,0,2,616,33,186,181,3,6,11,1011,3,549,103,368,5,Febrero,2019.0
Cedezo La Quintana,900,194,0,0,1,677,46,251,111,8,2,2,1091,2,563,181,339,12,Febrero,2019.0
CEDEZO Manrique,896,141,0,0,7,577,14,277,173,3,0,2,1039,3,459,405,172,8,Febrero,2019.0
Cedezo San Antonio De Prado,280,40,0,0,0,185,9,92,32,1,1,1,319,0,156,125,35,4,Febrero,2019.0
CEDEZO San Cristóbal,1333,73,4,0,0,715,181,159,321,3,31,47,1360,3,891,254,263,2,Febrero,2019.0
CEDEZO San Javier,1731,469,1,3,3,1324,51,586,209,31,6,101,2082,24,990,565,639,13,Febrero,2019.0
CEDEZO Santa Cruz,2919,255,3,0,1,1701,320,771,313,46,27,59,3107,12,1875,523,774,6,Febrero,2019.0
CEDEZO Santo Domingo,2076,757,0,0,1,1678,240,655,232,22,7,109,2716,9,1378,650,790,16,Febrero,2019.0
Centralidad Deportiva El Progreso N°2,4578,827,0,0,32,3198,382,1085,644,95,33,72,5315,50,2972,878,1582,5,Febrero,2019.0
Centralidad El Pesebre,1530,124,0,0,0,874,186,435,134,12,13,17,1626,11,973,247,433,1,Febrero,2019.0
Centralidad Vereda La Suiza,1149,833,6,0,0,1283,221,278,101,85,20,73,1902,13,777,506,703,2,Febrero,2019.0
Centro Cultural De Moravia,5159,580,15,0,4,3088,506,1478,523,72,91,70,5596,92,3212,1197,1329,20,Febrero,2019.0
Centro Cultural Los Colores,272,15,0,0,0,197,5,49,30,6,0,2,281,4,190,30,67,0,Febrero,2019.0
Centro De Integración Afrocolombiano,2651,217,3,16,0,859,288,967,650,79,44,590,2294,3,988,835,997,67,Febrero,2019.0
Centro de Integración Comuna 11 (Casa Betancur),190,11,0,0,0,121,5,31,24,19,1,15,185,1,117,39,44,1,Febrero,2019.0
Centro De Salud Alfonso López,1179,218,0,0,0,852,88,289,123,44,1,13,1351,33,769,413,213,2,Febrero,2019.0
Centro De Salud Belén Rincón,945,153,1,0,1,672,37,151,228,8,4,7,1088,5,562,231,307,0,Febrero,2019.0
Centro De Salud Carpinelo,891,64,16,0,0,538,64,248,95,17,9,2,958,11,559,258,152,2,Febrero,2019.0
Centro De Salud El Raizal,1191,182,0,0,0,725,37,364,194,45,8,9,1323,41,636,508,228,1,Febrero,2019.0
Centro De Salud Guayabal,1143,221,0,0,0,716,32,230,306,80,0,4,1355,5,544,342,476,2,Febrero,2019.0
Centro De Salud La Cruz,238,31,0,0,0,165,9,74,18,2,1,4,263,2,148,99,22,0,Febrero,2019.0
Centro De Salud La Esperanza,2146,441,0,0,0,1535,119,629,268,14,22,31,2515,41,1380,576,592,39,Febrero,2019.0
Centro De Salud La Loma,480,98,0,0,0,310,21,101,127,2,17,4,570,4,266,213,99,0,Febrero,2019.0
Centro De Salud La Quiebra,1259,406,0,0,0,1027,63,386,132,51,6,2,1660,3,713,557,392,3,Febrero,2019.0
Centro De Salud Llanaditas,866,69,0,0,0,457,40,213,150,71,4,3,925,7,445,335,155,0,Febrero,2019.0
Centro De Salud Manantial De Vida,2461,490,0,0,0,1666,279,713,253,5,35,26,2898,27,1611,668,669,3,Febrero,2019.0
Centro de Salud Pablo VI,1186,62,0,0,0,670,86,243,199,6,44,29,1186,33,753,320,175,0,Febrero,2019.0
Centro De Salud Picachito,1578,799,0,0,0,1474,127,507,184,83,2,15,2348,14,1033,464,877,3,Febrero,2019.0
Centro De Salud Popular 1,16,1,0,0,0,10,1,2,4,0,0,0,17,0,10,5,2,0,Febrero,2019.0
Centro De Salud San Blas,1756,83,0,0,0,872,100,379,467,17,4,6,1830,3,923,786,127,3,Febrero,2019.0
Centro De Salud San Camilo,728,50,0,0,69,416,36,125,264,4,2,2,842,3,363,398,84,2,Febrero,2019.0
Centro De Salud San Lorenzo,1369,376,0,0,0,1030,144,262,258,25,26,7,1664,74,843,570,325,7,Febrero,2019.0
Centro De Salud Santo Domingo Savio,620,6,0,0,0,357,10,105,135,18,1,1,625,0,365,151,110,0,Febrero,2019.0
Centro De Salud Villa Laura,4416,469,3,0,26,2578,169,1305,758,92,12,16,4872,26,2472,1161,1270,11,Febrero,2019.0
Centro De Salud Villatina,1038,171,0,0,0,657,24,284,185,57,2,29,1113,67,558,476,175,0,Febrero,2019.0
Centro De Salud Santa Rosa De Lima,1557,63,0,0,0,614,49,812,105,37,3,33,1584,3,620,322,677,1,Febrero,2019.0
Centro de Servicio al Ciudadano (CAM),5156,171,5,0,1,1891,48,1722,1455,209,8,248,5078,7,1826,2128,1372,7,Febrero,2019.0
Centro De Servicios El Estadio,1296,158,2,0,0,767,32,391,229,36,1,9,1443,4,653,390,404,9,Febrero,2019.0
Centro De Servicios Robledo,453,112,0,0,0,264,43,192,48,16,2,0,563,2,200,204,160,1,Febrero,2019.0
Cerro El Volador,1322,72,1,0,0,652,51,391,291,7,3,1,1381,13,636,114,641,4,Febrero,2019.0
Cerro Nutibara,1386,28,1,0,0,668,38,277,384,42,6,2,1399,14,704,294,410,7,Febrero,2019.0
Coliseo Andalucía,4792,578,9,0,5,2947,383,1516,442,24,72,30,5342,12,3157,751,1440,36,Febrero,2019.0
Coliseo Carlos Mauro Hoyos,1475,196,4,0,0,694,128,454,348,49,2,13,1644,18,669,283,720,3,Febrero,2019.0
Coliseo De Combate Guillermo Gaviria Correa,5994,930,29,0,11,4134,387,1639,664,75,65,94,6832,38,3826,1048,2030,60,Febrero,2019.0
Coliseo De Gimnasia Jorge Hugo Giraldo,3479,436,3,0,6,1746,273,774,991,59,81,124,3756,44,1797,1201,894,32,Febrero,2019.0
Coliseo Iván De Bedout,2417,298,29,0,0,1427,235,641,397,25,19,48,2684,12,1411,625,698,10,Febrero,2019.0
Coliseo Voleibol Yesid Santos,3542,325,6,0,8,2047,230,952,598,34,20,21,3849,11,2054,749,1060,18,Febrero,2019.0
Complejo Acuático,4919,464,6,0,39,2860,342,989,1085,107,45,86,5329,13,2863,1450,1084,31,Febrero,2019.0
Concejo De Medellín (Recinto),1277,83,0,0,0,888,15,194,245,18,0,19,1338,3,841,232,285,2,Febrero,2019.0
Corregiduría El Limonar,788,3,0,0,0,195,70,79,367,80,0,27,764,0,263,232,295,1,Febrero,2019.0
Desarrollo Integral Belén Rincón,3146,319,0,0,1,1948,207,746,488,46,31,17,3444,5,1974,493,995,4,Febrero,2019.0
Desarrollo Integral Belén Zafra,1960,356,0,0,0,1222,177,555,315,16,31,13,2257,46,1186,490,639,1,Febrero,2019.0
Desarrollo Integral el Socorro,2181,244,1,0,1,1430,80,595,299,11,12,11,2393,23,1359,549,516,3,Febrero,2019.0
Desarrollo Integral Las Estancias,2377,336,10,0,0,1477,224,723,276,13,10,13,2675,35,1471,451,785,16,Febrero,2019.0
Diamante De Béisbol Luis Alberto Villegas,1074,73,0,0,0,441,65,397,170,64,10,38,1109,0,460,186,500,1,Febrero,2019.0
Ecoparque Campo Santo,1895,450,1,0,0,1502,148,533,123,20,20,28,2297,21,1308,321,703,14,Febrero,2019.0
Ecoparque Esfuerzos De Paz - Las Tinajas,3471,1042,45,0,4,2608,416,1091,379,47,21,50,4492,20,2302,751,1500,9,Febrero,2019.0
El Tambo,965,268,0,0,1,815,41,243,114,18,3,3,1226,5,610,416,199,9,Febrero,2019.0
"Escaleras Eléctricas (Tramos 1, 2 Y 3)",1596,386,0,0,0,941,171,703,153,2,12,30,1909,43,965,558,458,1,Febrero,2019.0
"Escaleras Eléctricas (Tramos 4, 5 Y 6)",2116,338,0,0,0,1233,181,764,253,12,11,43,2398,13,1207,431,799,17,Febrero,2019.0
Escaleras Eléctricas Comuna 13 (Viaducto),1350,193,0,0,0,533,236,513,233,15,13,45,1483,15,618,421,495,9,Febrero,2019.0
Estación Acevedo (Metro),7928,281,3,0,1,6396,104,978,704,17,14,59,8136,18,6302,842,1062,7,Febrero,2019.0
Estación Caribe Costado Norte (Metro),2718,340,10,0,0,1614,256,732,232,88,146,231,2822,15,1726,506,824,12,Febrero,2019.0
Estación Caribe Costado Sur (Metro),2714,123,10,0,0,2234,38,410,150,9,6,5,2831,11,2193,303,347,4,Febrero,2019.0
Estación Caribe Parque (Metro),1823,121,1,0,2,1526,30,269,115,5,2,2,1937,8,1464,162,317,4,Febrero,2019.0
Estación Estadio (Metro),6841,482,11,0,41,5065,162,1155,911,60,22,6,7292,77,4887,1049,1419,20,Febrero,2019.0
Estación Gardel (Metroplús),10536,343,30,0,1,9324,101,986,440,40,19,6,10893,11,9139,719,1040,12,Febrero,2019.0
Estación Hospital (Metroplús),6994,255,7,0,1,6328,37,592,281,16,3,10,7238,9,6179,475,589,14,Febrero,2019.0
Estación Industriales L1 (Metroplús),2536,773,8,0,1,2119,116,821,204,10,48,69,3230,19,1860,420,1034,4,Febrero,2019.0
Estación Las Torres (Metrocable),8230,453,9,0,10,6768,150,1200,519,46,19,15,8657,30,6603,781,1307,11,Febrero,2019.0
Estación Oriente (Tranvía),2673,237,2,0,0,2065,82,467,256,40,2,16,2886,10,1936,301,667,8,Febrero,2019.0
Estación Pabellón del Agua EPM (Tranvía),2866,135,0,0,0,1916,88,572,354,67,4,10,2984,7,1934,398,664,5,Febrero,2019.0
Estación Parque Berrio (Metro),4736,165,2,0,0,3792,46,712,321,26,6,14,4880,9,3707,424,766,6,Febrero,2019.0
Estación Poblado (Metro),10666,521,12,0,3,8919,144,1489,586,47,17,21,11159,22,8665,1020,1487,30,Febrero,2019.0
Estación San Antonio - Plazoleta De Abordaje (Tranvía),7830,461,1,0,1,5882,180,1523,602,91,15,9,8239,45,5798,1058,1422,15,Febrero,2019.0
Estación San Javier B (Metro),6009,146,3,1,4,4998,137,695,293,20,20,19,6138,6,5055,486,598,24,Febrero,2019.0
Estación San Javier J (Metrocable),4463,345,8,0,1,3630,43,748,378,15,3,4,4804,9,3412,510,872,23,Febrero,2019.0
Estación Suramericana (Metro),5120,578,3,0,1,4634,69,646,334,16,3,117,5573,12,4259,519,916,8,Febrero,2019.0
Estación Universidad (Metro),2807,500,67,0,0,1724,266,861,381,15,127,87,3279,8,1659,758,946,11,Febrero,2019.0
Estación Villa Sierra (Metrocable),1675,302,6,0,0,1022,334,472,109,14,32,83,1884,16,1115,401,449,18,Febrero,2019.0
Exteriores Ludoteca Casa San Martín,159,3,0,0,1,70,0,15,73,5,0,15,148,0,69,23,71,0,Febrero,2019.0
Fuerte de Carabineros,6395,812,7,0,1,3684,206,1646,1522,151,6,25,7171,19,3293,2288,1608,26,Febrero,2019.0
Hospital General De Medellín,4125,286,0,0,34,1582,151,1881,751,27,53,17,4413,15,1585,2046,803,11,Febrero,2019.0
Hospital Infantil Concejo De Medellín,940,103,0,0,0,331,3,185,493,31,0,11,1031,1,231,479,333,0,Febrero,2019.0
Inspección 10B,1286,36,1,0,0,202,50,245,690,114,22,41,1268,14,238,618,463,4,Febrero,2019.0
Inspección 9B,1075,17,1,0,0,441,34,131,345,84,58,3,1085,5,522,349,220,2,Febrero,2019.0
Inspección N°6 Doce De Octubre,3376,243,3,0,2,1976,160,1006,419,44,19,47,3560,17,1988,792,823,21,Febrero,2019.0
Institución Educativa Pascual Bravo (Robledo),3123,389,0,0,0,1612,437,981,354,35,93,10,3464,38,1778,824,875,35,Febrero,2019.0
Jardín Botánico,1148,152,0,0,0,604,95,324,111,124,42,8,1275,17,620,382,289,9,Febrero,2019.0
La Cruz,2473,541,0,0,0,1561,314,904,169,13,53,50,2940,24,1613,766,631,4,Febrero,2019.0
La Esperanza,1703,273,1,1,1,1193,33,332,296,90,35,14,1895,70,1005,618,351,5,Febrero,2019.0
La Honda,1135,34,0,0,1,544,23,415,120,33,35,22,1148,0,570,405,195,0,Febrero,2019.0
Mall Laureles,1014,32,1,0,0,423,34,152,395,37,6,2,1043,2,449,342,256,0,Febrero,2019.0
Mascerca Belén,574,129,0,0,0,353,69,70,206,3,2,14,688,1,298,168,237,0,Febrero,2019.0
Mascerca Castilla,1053,39,0,0,1,498,12,387,177,19,0,1,1086,6,486,308,290,9,Febrero,2019.0
Mascerca Floresta,1685,232,0,0,0,814,59,520,474,49,1,27,1890,0,681,481,753,2,Febrero,2019.0
Mascerca Guayabal,67,0,0,0,0,35,1,15,16,0,0,0,67,0,36,6,25,0,Febrero,2019.0
Mascerca Poblado,2397,315,31,0,5,1608,58,630,425,24,3,7,2713,28,1359,237,1116,36,Febrero,2019.0
Museo Cementerio San Pedro,1070,272,77,0,0,1007,13,222,163,13,1,36,1382,1,734,211,466,8,Febrero,2019.0
Parque 4 Vientos (Los Colores),10775,1510,23,0,12,8693,265,2066,1171,100,25,14,12260,46,7913,1199,3118,90,Febrero,2019.0
Parque Amisura,517,25,0,0,0,304,12,120,99,7,0,1,524,17,300,107,122,13,Febrero,2019.0
Parque Aranjuez,5492,348,13,0,2,3701,72,950,876,245,11,3,5797,55,3535,669,1632,19,Febrero,2019.0
Parque Arví - Centro Ambiental Y Cultural Parque Arví,2603,237,0,0,2,1869,38,551,326,57,1,18,2819,5,1718,374,740,10,Febrero,2019.0
Parque Belén,3972,835,1,0,1,3110,81,1179,400,13,26,8,4788,13,2591,499,1698,21,Febrero,2019.0
Parque Berrío,6895,470,0,0,60,4152,75,1773,1248,167,10,38,7279,108,3931,950,2528,16,Febrero,2019.0
Parque Bicentenario,1763,99,0,0,1,933,87,458,316,65,4,12,1840,11,954,309,578,22,Febrero,2019.0
Parque Bolívar,1857,160,4,0,39,1214,65,378,327,70,6,50,1991,19,1184,211,616,49,Febrero,2019.0
Parque Campo Alegre (La Jota),3148,490,0,1,0,2086,126,956,383,70,18,2,3612,25,1802,231,1506,100,Febrero,2019.0
Parque Cancha Grande San Joaquín,5715,434,0,0,9,3899,148,1138,741,211,21,17,6075,66,3787,775,1578,18,Febrero,2019.0
Parque Cerro El Cristo Salvador,3886,717,0,0,4,3166,141,711,459,124,6,50,4548,9,2694,592,1302,19,Febrero,2019.0
Parque De Boston,4929,975,1,0,0,3893,438,1091,452,17,14,10,5852,43,3558,806,1539,2,Febrero,2019.0
Parque De Cristo Rey,472,59,1,0,0,325,12,99,89,6,1,5,525,2,280,48,200,4,Febrero,2019.0
Parque De Guadalupe,449,133,0,0,0,407,18,106,41,10,0,27,555,0,303,106,173,0,Febrero,2019.0
Parque De La Pilarica,8921,468,8,0,2,6109,265,2115,815,59,36,49,9329,21,6104,1478,1770,47,Febrero,2019.0
Parque De La Vida - Los Colores,995,33,0,0,0,472,46,283,203,24,0,107,915,6,493,182,350,3,Febrero,2019.0
Parque De Los Deseos,2619,185,3,0,10,1946,203,427,216,17,8,10,2789,18,2030,299,482,6,Febrero,2019.0
Parque De Los Pies Descalzos,1428,120,2,0,1,966,32,374,157,17,5,0,1543,8,912,141,489,9,Febrero,2019.0
Parque De Robledo,3276,392,2,0,0,2444,37,694,471,24,0,2,3659,9,2176,346,1133,15,Febrero,2019.0
Parque Del Ajedrez,3608,661,6,0,0,2703,189,766,577,22,18,4,4248,23,2508,680,1080,7,Febrero,2019.0
Parque Del Periodista,1564,234,0,0,7,978,6,318,404,96,3,57,1739,9,765,465,553,22,Febrero,2019.0
Parque Deportivo Y Recreativo La Tinajita,1370,216,2,0,4,878,5,436,255,16,2,16,1572,4,738,130,710,14,Febrero,2019.0
Parque El Emperador,6523,843,4,0,20,4812,163,1645,677,60,33,32,7322,36,4381,1086,1899,24,Febrero,2019.0
Parque El Triángulo,2344,356,33,0,0,1949,174,324,235,22,29,3,2725,5,1887,242,596,8,Febrero,2019.0
Parque Explora,4528,444,33,0,0,3043,308,970,527,81,76,34,4903,68,3065,658,1250,32,Febrero,2019.0
Parque Florencia,2942,668,1,0,52,2275,218,760,324,70,16,92,3557,14,1933,459,1267,4,Febrero,2019.0
Parque Gaitán,2696,400,23,0,3,2070,186,706,148,7,5,1,3074,47,1922,335,860,5,Febrero,2019.0
Parque Juanes De La Paz,1310,161,0,0,0,812,118,368,109,54,10,39,1385,47,835,221,414,1,Febrero,2019.0
Parque Kennedy,3561,453,4,0,0,2484,205,881,382,33,33,36,3892,90,2366,577,1070,5,Febrero,2019.0
Parque la Batea del barrio Villatina,1330,143,0,0,0,713,26,416,235,71,12,96,1364,13,640,343,448,42,Febrero,2019.0
Parque la Candelaria,1857,183,0,0,1,1350,24,404,223,40,0,7,2020,14,1238,129,673,1,Febrero,2019.0
Parque La Castellana,3781,511,1,0,1,2763,382,654,390,74,31,4,4274,16,2803,385,1094,12,Febrero,2019.0
Parque La Matea,1712,373,0,0,0,1030,247,601,172,18,17,60,2007,18,1023,465,574,23,Febrero,2019.0
Parque La Milagrosa,4713,225,3,0,8,3085,28,1151,620,63,2,12,4914,23,2958,671,1303,17,Febrero,2019.0
Parque Lineal La Herrera Santo Domingo,462,43,3,0,0,369,5,80,53,1,0,1,505,2,337,36,131,4,Febrero,2019.0
Parque Lleras,580,132,0,0,0,467,12,169,53,7,4,3,706,3,384,100,227,1,Febrero,2019.0
Parque Los Mangos,1293,151,0,0,0,788,24,362,172,88,10,58,1384,2,684,351,405,4,Febrero,2019.0
Parque los Tanques,1096,63,0,0,0,645,47,319,130,13,5,23,1135,1,652,219,285,3,Febrero,2019.0
Parque Lourdes,2287,158,0,0,0,1262,82,653,419,11,18,21,2414,10,1235,542,659,9,Febrero,2019.0
Parque Manzanares,1967,568,0,0,0,1524,141,506,351,1,12,4,2509,22,1200,389,945,1,Febrero,2019.0
Parque Norte,1404,409,6,0,20,1310,18,278,199,25,9,19,1817,3,1035,117,683,4,Febrero,2019.0
Parque Pablo VI,1205,38,0,0,0,756,27,289,162,9,0,5,1238,0,757,156,328,2,Febrero,2019.0
Parque Pinocho,4248,431,6,0,2,3029,162,910,503,71,12,6,4665,16,2861,525,1287,14,Febrero,2019.0
Parque Plan Parcial Invatex,6887,1223,33,0,31,5538,373,1600,558,82,23,7,8132,35,4966,828,2321,59,Febrero,2019.0
Parque Principal Belén los Alpes,3020,52,4,0,5,1982,90,541,408,57,3,6,3039,36,2034,402,641,4,Febrero,2019.0
Parque Principal Campo Valdés,5955,281,13,18,13,3794,312,1290,789,68,27,5,6243,32,3931,770,1566,13,Febrero,2019.0
Parque Principal Villa Hermosa,2101,355,10,0,0,1563,168,522,189,11,13,93,2332,41,1440,308,717,1,Febrero,2019.0
Parque Recreativo Barrio Jesús,11740,706,1,0,1,8672,244,2129,1254,142,7,37,12366,45,8404,1560,2454,30,Febrero,2019.0
Parque San Antonio,1733,59,0,0,1,1179,44,265,279,25,1,12,1780,1,1182,269,334,8,Febrero,2019.0
Parque San Antonio de Prado,879,94,1,0,3,685,10,107,141,32,2,4,969,4,644,103,228,2,Febrero,2019.0
Parque Suramericana Alta,671,62,0,0,2,441,15,110,153,16,0,3,729,3,440,80,213,2,Febrero,2019.0
Parque Unicentro,2016,128,0,1,3,1242,102,522,246,31,5,4,2126,18,1242,307,595,4,Febrero,2019.0
Perpetuo Socorro,1290,123,0,0,1,633,110,296,351,6,18,15,1393,6,647,377,387,3,Febrero,2019.0
Pista De Atletismo Alfonso Galvis,283,120,1,0,0,244,28,64,60,3,5,29,375,0,169,53,182,0,Febrero,2019.0
Pista De Bicicrós Antonio Roldán Betancur,3539,515,61,0,0,2467,145,794,647,47,15,12,4019,84,2143,920,1047,5,Febrero,2019.0
Pista de BMX Mariana Pajón,1215,306,0,0,0,748,135,431,185,12,10,10,1510,1,707,442,366,6,Febrero,2019.0
Pista De Patinaje Francisco Antonio Zea,1828,288,0,0,0,961,234,516,294,67,44,135,1948,33,1036,370,699,11,Febrero,2019.0
Placa Cubierta La Sierra,2725,189,0,0,6,1459,350,714,350,10,37,21,2884,15,1711,617,588,4,Febrero,2019.0
Placa De Arenilla Aguas Frías,2254,250,15,0,2,1315,202,391,559,15,39,32,2479,10,1370,536,607,8,Febrero,2019.0
Placa Polideportiva La Cristóbal,1290,627,59,0,1,1095,214,491,89,5,83,45,1892,40,868,223,879,7,Febrero,2019.0
Placa Polideportiva Los Tanques,1470,156,6,0,0,543,225,513,138,148,65,8,1620,4,726,271,631,4,Febrero,2019.0
Placa Polideportiva Metropolitano,2329,202,1,0,1,1328,92,862,203,41,7,1,2481,51,1373,262,896,2,Febrero,2019.0
Placa Polideportiva Trinidad,3719,270,1,0,1,2657,49,725,500,57,3,5,3968,18,2506,516,968,1,Febrero,2019.0
Plaza Botero,319,21,0,0,0,225,7,76,28,3,1,3,333,4,214,23,103,0,Febrero,2019.0
Plaza Gardel - Aeropuerto Olaya Herrera,1416,55,0,0,1,857,15,388,196,15,1,3,1468,1,835,178,454,5,Febrero,2019.0
Plaza Mayor - Plazoleta Interamericana,6973,869,42,2,11,4610,327,1812,1000,103,45,85,7790,22,4206,1487,2116,88,Febrero,2019.0
Plazoleta De Banderas,3141,147,1,0,1,2327,32,567,348,14,2,7,3275,8,2269,299,719,3,Febrero,2019.0
Plazoleta De Cisneros,1235,70,0,0,1,941,9,200,134,21,1,11,1291,4,901,147,253,5,Febrero,2019.0
Plazoleta Del MAMM,3458,450,6,0,0,2772,327,625,171,6,13,40,3852,22,2742,385,781,6,Febrero,2019.0
Plazoleta Entre IE Antonio Derka y La IE Santo Domingo Savio,4210,233,3,0,2,3096,97,811,405,33,6,0,4436,12,3044,477,908,19,Febrero,2019.0
Plazoleta Estación Industriales (Metro),5547,239,5,0,2,3895,62,1145,622,66,3,38,5727,28,3791,635,1344,23,Febrero,2019.0
Plazoleta Estación Industriales (Metroplús),6780,374,11,0,5,5689,37,876,536,25,7,83,7071,16,5502,506,1140,22,Febrero,2019.0
Plazoleta Estación La Aurora (Metrocable),3115,393,16,0,0,1970,300,967,246,22,19,17,3486,21,1968,485,1047,24,Febrero,2019.0
Plazoleta Estación Poblado (Metro),4562,389,10,0,2,3703,73,763,355,63,6,33,4887,43,3463,584,906,10,Febrero,2019.0
Plazoleta Estación Popular 1 (Metrocable),4774,1028,2,0,4,3763,330,1347,320,17,31,64,5699,45,3236,948,1613,11,Febrero,2019.0
Plazoleta Estación Santo Domingo (Metrocable),3920,449,5,0,0,2890,199,853,384,37,11,27,4314,33,2764,543,1049,18,Febrero,2019.0
Plazoleta La Alpujarra,1408,107,0,0,0,988,21,237,246,21,2,5,1509,1,927,194,391,3,Febrero,2019.0
Plazuela Carlos E. Restrepo,2325,153,10,0,0,1503,156,693,79,44,13,116,2367,5,1542,182,755,9,Febrero,2019.0
Plazuela San Ignacio,3804,467,1,0,12,2805,63,951,417,40,8,31,4230,23,2468,418,1342,56,Febrero,2019.0
Polideportivo Blanquizal,6275,485,10,0,4,4220,72,1215,1121,135,11,12,6730,32,3915,990,1856,13,Febrero,2019.0
Por Dis Derechos - Por Una Vida Más Digna (Oficina La Candelaria),656,129,0,0,0,466,14,184,121,0,0,86,699,0,370,223,192,0,Febrero,2019.0
